logAge_lower logAge_upper cum_sfh_lower_sys cum_sfh_upper_sys MH_lower_sys MH_upper_sys sfr_lower_PARSEC_YBC sfr_PARSEC_YBC sfr_upper_PARSEC_YBC cum_sfh_lower_PARSEC_YBC cum_sfh_PARSEC_YBC cum_sfh_upper_PARSEC_YBC MH_lower_PARSEC_YBC MH_PARSEC_YBC MH_upper_PARSEC_YBC sfr_lower_MIST_YBC sfr_MIST_YBC sfr_upper_MIST_YBC cum_sfh_lower_MIST_YBC cum_sfh_MIST_YBC cum_sfh_upper_MIST_YBC MH_lower_MIST_YBC MH_MIST_YBC MH_upper_MIST_YBC sfr_lower_BaSTIv2_YBC sfr_BaSTIv2_YBC sfr_upper_BaSTIv2_YBC cum_sfh_lower_BaSTIv2_YBC cum_sfh_BaSTIv2_YBC cum_sfh_upper_BaSTIv2_YBC MH_lower_BaSTIv2_YBC MH_BaSTIv2_YBC MH_upper_BaSTIv2_YBC sfr_lower_PARSEC_MIST sfr_PARSEC_MIST sfr_upper_PARSEC_MIST cum_sfh_lower_PARSEC_MIST cum_sfh_PARSEC_MIST cum_sfh_upper_PARSEC_MIST MH_lower_PARSEC_MIST MH_PARSEC_MIST MH_upper_PARSEC_MIST sfr_lower_MIST_MIST sfr_MIST_MIST sfr_upper_MIST_MIST cum_sfh_lower_MIST_MIST cum_sfh_MIST_MIST cum_sfh_upper_MIST_MIST MH_lower_MIST_MIST MH_MIST_MIST MH_upper_MIST_MIST sfr_lower_BaSTIv2_MIST sfr_BaSTIv2_MIST sfr_upper_BaSTIv2_MIST cum_sfh_lower_BaSTIv2_MIST cum_sfh_BaSTIv2_MIST cum_sfh_upper_BaSTIv2_MIST MH_lower_BaSTIv2_MIST MH_BaSTIv2_MIST MH_upper_BaSTIv2_MIST
9.100 9.150 0.9505100 0.9588165 -1.2417566 -1.0675538 1.0130237e-04 1.1692079e-04 1.3520016e-04 0.9513303 0.9534302 0.9535694 -1.2151254 -1.2111113e+00 -1.2012742 1.1318298e-04 0.0001311 1.5097174e-04 0.9505100 0.9519000 9.5285293e-01 -1.2417566 -1.2420186 -1.2162881e+00 0.0001271 0.0001420 1.5915422e-04 9.5359215e-01 0.9552379 0.9556736 -1.1799278 -1.1735706e+00 -1.1482690 0.0001474 1.6539333e-04 1.8557697e-04 0.9532542 0.9552203 0.9554570 -1.0969143e+00 -1.0927486 -1.0820282e+00 0.0001161 0.0001332 1.5233743e-04 0.9529415 0.9544673 9.5538528e-01 -1.1734335e+00 -1.1692978 -1.1446769 0.0001401 0.0001555 1.7263245e-04 0.9568397 9.5814908e-01 0.9588165 -1.0935431 -1.0984159 -1.0675538
9.150 9.200 0.9459967 0.9536840 -1.2457678 -1.0747884 2.2860063e-04 2.4932678e-04 2.7169232e-04 0.9470570 0.9492357 0.9493741 -1.2179024 -1.2139246e+00 -1.2042026 1.3604360e-04 0.0001565 1.8044094e-04 0.9459967 0.9474562 9.4850070e-01 -1.2457678 -1.2460728 -1.2203297e+00 0.0001728 0.0001908 2.1095403e-04 9.4864472e-01 0.9503772 0.9508805 -1.1876528 -1.1812782e+00 -1.1559501 0.0001824 2.0006853e-04 2.2067694e-04 0.9473350 0.9493450 0.9496191 -1.1009524e+00 -1.0968332 -1.0862301e+00 0.0001658 0.0001866 2.1010222e-04 0.9484682 0.9500481 9.5108038e-01 -1.1773344e+00 -1.1731319 -1.1485569 0.0001798 0.0001986 2.1857801e-04 0.9514921 9.5286015e-01 0.9536840 -1.1006270 -1.1055833 -1.0747884
9.200 9.250 0.9368747 0.9462908 -1.2511216 -1.0849453 1.1119117e-04 1.2610646e-04 1.4339390e-04 0.9368747 0.9391996 0.9395162 -1.2246501 -1.2207067e+00 -1.2110372 1.4956963e-04 0.0001730 1.9885268e-04 0.9399345 0.9415032 9.4270185e-01 -1.2511216 -1.2515337 -1.2258470e+00 0.0002342 0.0002524 2.7235739e-04 9.4118168e-01 0.9430514 0.9436932 -1.1994306 -1.1929695e+00 -1.1674891 0.0001405 1.5966493e-04 1.8167642e-04 0.9392169 0.9413708 0.9417754 -1.1065611e+00 -1.1024177 -1.0918359e+00 0.0001475 0.0001702 1.9702265e-04 0.9413456 0.9431018 9.4434499e-01 -1.1833055e+00 -1.1791949 -1.1545290 0.0002564 0.0002749 2.9466600e-04 0.9438670 9.4528111e-01 0.9462908 -1.1109390 -1.1159239 -1.0849453
9.250 9.300 0.9301450 0.9374062 -1.2578715 -1.0969672 2.7278874e-04 2.9414710e-04 3.1685476e-04 0.9311040 0.9335041 0.9338655 -1.2285229 -1.2245878e+00 -1.2149784 1.5772901e-04 0.0001838 2.1533939e-04 0.9324755 0.9341221 9.3549318e-01 -1.2578715 -1.2583529 -1.2326754e+00 0.0001884 0.0002049 2.2297066e-04 9.3014499e-01 0.9321775 0.9330791 -1.2169613 -1.2104918e+00 -1.1848888 0.0002726 2.9506130e-04 3.1792693e-04 0.9319138 0.9342305 0.9347598 -1.1114846e+00 -1.1074584 -1.0969672e+00 0.0001619 0.0001897 2.2108600e-04 0.9341081 0.9359924 9.3740622e-01 -1.1896656e+00 -1.1854465 -1.1606543 0.0002192 0.0002373 2.5661488e-04 0.9320374 9.3350920e-01 0.9348215 -1.1268953 -1.1321506 -1.1011969
9.300 9.350 0.9160472 0.9287687 -1.2659415 -1.1075197 2.1843343e-04 2.3834396e-04 2.6051856e-04 0.9160472 0.9185982 0.9192203 -1.2387062 -1.2348585e+00 -1.2253292 1.7184757e-04 0.0002014 2.3519350e-04 0.9234580 0.9253234 9.2690838e-01 -1.2659415 -1.2665524 -1.2409862e+00 0.0002118 0.0002320 2.5351254e-04 9.2009054e-01 0.9222688 0.9233239 -1.2333218 -1.2266377e+00 -1.2008743 0.0002308 2.5241346e-04 2.7738722e-04 0.9169703 0.9194251 0.9202060 -1.1219889e+00 -1.1180343 -1.1075197e+00 0.0002143 0.0002470 2.8559223e-04 0.9249880 0.9271053 9.2876866e-01 -1.1975091e+00 -1.1933285 -1.1686141 0.0002126 0.0002337 2.5733364e-04 0.9205844 9.2210651e-01 0.9237170 -1.1424736 -1.1480647 -1.1170199
9.350 9.400 0.9023245 0.9163995 -1.2760797 -1.1179605 3.0820752e-04 3.3000403e-04 3.5339652e-04 0.9023245 0.9050464 0.9058143 -1.2480624 -1.2443418e+00 -1.2349157 2.2512956e-04 0.0002563 2.9245613e-04 0.9124920 0.9145023 9.1639947e-01 -1.2760797 -1.2767442 -1.2511107e+00 0.0000000 0.0000000 4.3278828e-05 9.0733216e-01 0.9096852 0.9110135 -1.2540679 -1.2473941e+00 -1.2215741 0.0002874 3.1024498e-04 3.3389561e-04 0.9025615 0.9052142 0.9061921 -1.1323914e+00 -1.1283469 -1.1179605e+00 0.0001859 0.0002198 2.5998329e-04 0.9116416 0.9141180 9.1619030e-01 -1.2092789e+00 -1.2049841 -1.1800804 0.0000182 0.0000312 5.3370715e-05 0.9078691 9.0950641e-01 0.9114735 -1.1600993 -1.1658805 -1.1347112
9.400 9.450 0.8810523 0.9110135 -1.2906421 -1.1324400 4.6124106e-04 4.8832682e-04 5.1640523e-04 0.8810523 0.8839934 0.8850896 -1.2629798 -1.2593597e+00 -1.2499618 1.2163704e-04 0.0001512 1.8867064e-04 0.8968836 0.8990508 9.0124485e-01 -1.2906421 -1.2915082 -1.2660508e+00 0.0002879 0.0003270 3.6979759e-04 9.0733216e-01 0.9096852 0.9110135 -1.2540679 -1.2473941e+00 -1.2215741 0.0005136 5.4198745e-04 5.7134016e-04 0.8827923 0.8856161 0.8869042 -1.1467677e+00 -1.1428376 -1.1324400e+00 0.0001461 0.0001820 2.2788535e-04 0.8983239 0.9011508 9.0344387e-01 -1.2213540e+00 -1.2167880 -1.1916346 0.0002102 0.0002578 3.1722023e-04 0.9056133 9.0762127e-01 0.9094012 -1.1632337 -1.1685671 -1.1376509
9.450 9.500 0.8439457 0.8932118 -1.3008376 -1.1618374 3.1710965e-04 3.3831431e-04 3.6056220e-04 0.8456888 0.8490389 0.8507649 -1.2884615 -1.2851024e+00 -1.2759194 2.5071583e-04 0.0002872 3.2926395e-04 0.8862932 0.8888253 8.9119361e-01 -1.3008376 -1.3014188 -1.2756817e+00 0.0000304 0.0000504 8.4893093e-05 8.8394773e-01 0.8873557 0.8897783 -1.2911203 -1.2849431e+00 -1.2597152 0.0002955 3.1636622e-04 3.3856408e-04 0.8439457 0.8472014 0.8492433 -1.1759110e+00 -1.1721960 -1.1618374e+00 0.0002048 0.0002441 2.9076753e-04 0.8859324 0.8891045 8.9154769e-01 -1.2325816e+00 -1.2279067 -1.2031030 0.0001050 0.0001416 1.9111999e-04 0.8865044 8.9012514e-01 0.8932118 -1.1885185 -1.1937720 -1.1631487
9.500 9.550 0.8181840 0.8850777 -1.3218983 -1.1796359 2.2683720e-04 2.5205206e-04 2.8138212e-04 0.8181840 0.8218673 0.8241243 -1.3092385 -1.3058561e+00 -1.2965574 2.2448407e-04 0.0002671 3.1726698e-04 0.8641348 0.8670296 8.6993667e-01 -1.3218983 -1.3229296 -1.2976315e+00 0.0004627 0.0005265 5.9860135e-04 8.7991101e-01 0.8834966 0.8850777 -1.2990154 -1.2915282e+00 -1.2664798 0.0001434 1.7211313e-04 2.0705435e-04 0.8184064 0.8220420 0.8245731 -1.1960130e+00 -1.1921544 -1.1815242e+00 0.0003311 0.0003852 4.4873881e-04 0.8670005 0.8709754 8.7404156e-01 -1.2501840e+00 -1.2449271 -1.2195211 0.0003129 0.0003555 4.0391278e-04 0.8760714 8.7933963e-01 0.8813872 -1.2046860 -1.2095576 -1.1796359
9.550 9.600 0.7953215 0.8523123 -1.3792532 -1.1945446 0.0000000e+00 0.0000000e+00 7.8837480e-05 0.7953215 0.7991538 0.8014739 -1.3269582 -1.3237383e+00 -1.3148165 2.8659357e-04 0.0003518 4.3120611e-04 0.8405463 0.8442879 8.4820416e-01 -1.3457802 -1.3459584 -1.3196017e+00 0.0000000 0.0000000 1.5716419e-05 8.3175861e-01 0.8382294 0.8425979 -1.3792532 -1.3709931e+00 -1.3457048 0.0000610 8.9087270e-05 1.3005520e-04 0.8025949 0.8066845 0.8092620 -1.2084341e+00 -1.2046398 -1.1945446e+00 0.0000585 0.0000928 1.4627113e-04 0.8343635 0.8388801 8.4251253e-01 -1.2804767e+00 -1.2759473 -1.2512991 0.0000000 0.0000000 1.2897462e-05 0.8446571 8.4896207e-01 0.8523123 -1.2504263 -1.2550810 -1.2244587
9.600 9.650 0.7924070 0.8523123 -1.3797482 -1.2013802 7.0053114e-04 7.7205829e-04 8.4662341e-04 0.7953215 0.7991538 0.8014739 -1.3269582 -1.3237383e+00 -1.3148165 1.2417060e-04 0.0001822 2.6961377e-04 0.8056208 0.8106762 8.1560193e-01 -1.3797482 -1.3811560 -1.3564489e+00 0.0007392 0.0008059 8.7890652e-04 8.3175861e-01 0.8382294 0.8425979 -1.3792532 -1.3709931e+00 -1.3457048 0.0005857 6.5117006e-04 7.2709023e-04 0.7924070 0.7977653 0.8005288 -1.2172318e+00 -1.2120005 -1.2013802e+00 0.0005409 0.0006368 7.4948859e-04 0.8243847 0.8302066 8.3360980e-01 -1.2913845e+00 -1.2845340 -1.2592649 0.0009518 0.0010013 1.0536299e-03 0.8446571 8.4896207e-01 0.8523123 -1.2504263 -1.2550810 -1.2244587
9.650 9.700 0.7030745 0.7955511 -1.5476016 -1.2672329 1.5501969e-04 1.9944861e-04 2.5872294e-04 0.7030745 0.7115660 0.7190217 -1.4025839 -1.3978085e+00 -1.3873787 5.1982343e-04 0.0006287 7.6038257e-04 0.7840490 0.7911431 7.9555106e-01 -1.4041962 -1.4022875 -1.3768772e+00 0.0001821 0.0002190 2.6322978e-04 7.4472332e-01 0.7509992 0.7556208 -1.5476016 -1.5370177e+00 -1.5084581 0.0000000 0.0000000e+00 1.0136773e-04 0.7174796 0.7246172 0.7287373 -1.2793363e+00 -1.2756696 -1.2672329e+00 0.0000401 0.0000752 1.4248055e-04 0.7537290 0.7633991 7.7049458e-01 -1.3587664e+00 -1.3538463 -1.3314261 0.0000635 0.0000923 1.3186655e-04 0.7367722 7.4125764e-01 0.7473339 -1.4259904 -1.4307514 -1.3969213
9.700 9.750 0.6788119 0.7579078 -1.6028888 -1.2672329 0.0000000e+00 0.0000000e+00 4.6044985e-05 0.6788119 0.6861782 0.6907069 -1.4261170 -1.4209900e+00 -1.4117882 1.0441184e-04 0.0001666 2.6664423e-04 0.7039786 0.7155253 7.2372330e-01 -1.4907500 -1.4893284 -1.4653886e+00 0.0003575 0.0003942 4.3628492e-04 7.1780181e-01 0.7244034 0.7286082 -1.6028888 -1.5914937e+00 -1.5641711 0.0000000 0.0000000e+00 1.0678785e-05 0.7174796 0.7246172 0.7287373 -1.2793363e+00 -1.2756696 -1.2672329e+00 0.0004897 0.0005803 6.8779205e-04 0.7449991 0.7545459 7.5790782e-01 -1.3715699e+00 -1.3634838 -1.3415861 0.0003878 0.0004445 5.1126522e-04 0.7244119 7.3011546e-01 0.7364332 -1.4482487 -1.4503630 -1.4154568
9.750 9.800 0.6620230 0.7287373 -1.7204513 -1.2672329 1.0967162e-03 1.1607234e-03 1.2285351e-03 0.6788119 0.6861782 0.6907069 -1.4261170 -1.4209900e+00 -1.4117882 2.7043361e-04 0.0003633 4.8067991e-04 0.6813459 0.6930371 6.9683746e-01 -1.5211432 -1.5169957 -1.4965243e+00 0.0003452 0.0003789 4.1490143e-04 6.6343271e-01 0.6706926 0.6755512 -1.7204513 -1.7078868e+00 -1.6796817 0.0014267 1.4759990e-03 1.5254774e-03 0.7174796 0.7246172 0.7287373 -1.2793363e+00 -1.2756696 -1.2672329e+00 0.0001201 0.0001876 2.9665108e-04 0.6620230 0.6779098 6.8688148e-01 -1.4634986e+00 -1.4519704 -1.4285224 0.0003218 0.0003606 4.0567660e-04 0.6636096 6.6992652e-01 0.6771122 -1.5593375 -1.5617669 -1.5265357
9.800 9.850 0.4816959 0.6557534 -1.8589696 -1.4703672 4.0924111e-04 4.4313754e-04 4.7948691e-04 0.4906291 0.5001742 0.5080088 -1.6296437 -1.6227347e+00 -1.6115323 2.8236684e-04 0.0003618 4.7105594e-04 0.6204576 0.6380284 6.4550961e-01 -1.5976609 -1.5886483 -1.5672612e+00 0.0005160 0.0005592 6.0582324e-04 6.0477075e-01 0.6127565 0.6188701 -1.8589696 -1.8443833e+00 -1.8132974 0.0003638 3.9628115e-04 4.3289054e-04 0.4816959 0.4904130 0.4985426 -1.5399735e+00 -1.5341277 -1.5216332e+00 0.0004941 0.0005554 6.2576561e-04 0.6326816 0.6501181 6.5575340e-01 -1.4973276e+00 -1.4865550 -1.4703672 0.0003955 0.0004382 4.8500807e-04 0.6085849 6.1514156e-01 0.6232025 -1.6703380 -1.6722396 -1.6348785
9.850 9.900 0.4105102 0.5806004 -2.1238038 -1.5954794 3.5880328e-04 3.9119848e-04 4.2810374e-04 0.4114866 0.4204973 0.4280662 -1.7416624 -1.7334510e+00 -1.7208295 4.9375690e-04 0.0005525 6.1426481e-04 0.5594763 0.5765525 5.8060035e-01 -1.6869764 -1.6764294 -1.6592984e+00 0.0000635 0.0000883 1.2294485e-04 5.0823766e-01 0.5168270 0.5241858 -2.1238038 -2.1015644e+00 -2.0634372 0.0003250 3.6132579e-04 4.0127733e-04 0.4105102 0.4198606 0.4290591 -1.6457741e+00 -1.6369594 -1.6212326e+00 0.0000000 0.0000000 1.3930622e-04 0.5432180 0.5577736 5.6137421e-01 -1.6264866e+00 -1.6131284 -1.5954794 0.0002727 0.0003135 3.6019183e-04 0.5335989 5.4044651e-01 0.5502050 -1.8413026 -1.8398696 -1.7957604
9.900 9.950 0.3329438 0.5613742 -2.1746043 -1.5954794 3.7038451e-04 3.9934799e-04 4.2978136e-04 0.3329438 0.3415767 0.3488901 -1.8765041 -1.8660835e+00 -1.8519669 4.6474302e-04 0.0005018 5.4088192e-04 0.4561518 0.4712409 4.7554938e-01 -1.8635433 -1.8511811 -1.8326090e+00 0.0000321 0.0000501 7.7198343e-05 4.9050056e-01 0.4998245 0.5059203 -2.1746043 -2.1518266e+00 -2.1175538 0.0004357 4.6351800e-04 4.9447295e-04 0.3393849 0.3476821 0.3555938 -1.7706594e+00 -1.7618430 -1.7467253e+00 0.0008125 0.0008658 9.2415741e-04 0.5432180 0.5577736 5.6137421e-01 -1.6264866e+00 -1.6131284 -1.5954794 0.0001482 0.0001850 2.2950345e-04 0.4723161 4.8048473e-01 0.4917927 -1.9977047 -1.9921463 -1.9426971
9.950 10.000 0.2360320 0.4949311 -2.2104135 -1.9212608 1.8519340e-05 2.7885970e-05 4.2218560e-05 0.2434921 0.2511815 0.2579939 -2.0731612 -2.0622109e+00 -2.0474985 6.3717189e-05 0.0000831 1.0867784e-04 0.3510105 0.3639149 3.6844245e-01 -2.0878584 -2.0750828 -2.0559924e+00 0.0011901 0.0012397 1.2923080e-03 4.7808384e-01 0.4889981 0.4949311 -2.2104135 -2.1843280e+00 -2.1530842 0.0000468 6.5508702e-05 9.1407433e-05 0.2360320 0.2437917 0.2515882 -2.0107973e+00 -1.9968500 -1.9762485e+00 0.0002149 0.0002405 2.6983517e-04 0.3631572 0.3765512 3.8255397e-01 -1.9507271e+00 -1.9377385 -1.9212608 0.0006806 0.0007464 8.1935462e-04 0.4319346 4.4078232e-01 0.4520340 -2.1061039 -2.1037595 -2.0587124
10.000 10.050 0.1797512 0.3479933 -2.3999999 -2.0314152 0.0000000e+00 0.0000000e+00 1.2358484e-05 0.2360240 0.2440991 0.2502309 -2.0909686 -2.0804472e+00 -2.0692734 0.0000000e+00 0.0000000 3.2841447e-05 0.3306617 0.3439687 3.4799327e-01 -2.1363485 -2.1238124 -2.1085623e+00 0.0000000 0.0000000 5.3198486e-05 1.7975122e-01 0.1885937 0.1957593 -2.3999999 -2.3999997e+00 -2.3999993 0.0000011 2.3699204e-06 5.1688906e-06 0.2193489 0.2273174 0.2336153 -2.0526790e+00 -2.0431663 -2.0314152e+00 0.0000000 0.0000000 5.2450170e-05 0.3069097 0.3200604 3.2628158e-01 -2.0853610e+00 -2.0720132 -2.0568749 0.0000475 0.0000771 1.2607737e-04 0.2516715 2.6103534e-01 0.2755636 -2.3992230 -2.3986773 -2.3959450
10.050 10.100 0.1797512 0.3479933 -2.3999999 -2.0341250 0.0000000e+00 0.0000000e+00 6.9318267e-06 0.2360240 0.2440991 0.2502309 -2.0909686 -2.0804472e+00 -2.0692734 3.5046364e-04 0.0003754 4.0205549e-04 0.3306617 0.3439687 3.4799327e-01 -2.1363485 -2.1238124 -2.1085623e+00 0.0000000 0.0000000 4.9798357e-05 1.7975122e-01 0.1885937 0.1957593 -2.3999999 -2.3999997e+00 -2.3999993 0.0000000 0.0000000e+00 1.4036702e-05 0.2184634 0.2266487 0.2327022 -2.0553765e+00 -2.0451162 -2.0341250e+00 0.0003305 0.0003522 3.7497298e-04 0.3069097 0.3200604 3.2628158e-01 -2.0853610e+00 -2.0720132 -2.0568749 0.0000379 0.0000664 1.1347749e-04 0.2302635 2.4021469e-01 0.2502611 -2.3997465 -2.3995481 -2.3988733
10.100 10.137 0.1797512 0.2502309 -2.3999999 -2.0341250 9.0984159e-04 9.4098649e-04 9.7381134e-04 0.2360240 0.2440991 0.2502309 -2.0909686 -2.0804472e+00 -2.0692734 9.0264912e-04 0.0009406 9.7971990e-04 0.2184906 0.2305559 2.3633509e-01 -2.3778558 -2.3722891 -2.3650804e+00 0.0007277 0.0007620 7.9983472e-04 1.7975122e-01 0.1885937 0.1957593 -2.3999999 -2.3999997e+00 -2.3999993 0.0008508 8.8237952e-04 9.1637528e-04 0.2184634 0.2266487 0.2327022 -2.0553765e+00 -2.0451162 -2.0341250e+00 0.0008650 0.0009002 9.3770786e-04 0.2053501 0.2159277 2.2189812e-01 -2.3542120e+00 -2.3467309 -2.3379035 0.0008417 0.0008948 9.5037305e-04 0.2051867 2.2007644e-01 0.2297545 -2.3999370 -2.3998545 -2.3996583
